ID,Paper Title,Publication Year,Author Keywords,Article Citation Count,Authors with Affiliations
188,FaCoY - A Code-to-Code Search Engine,2018,code search;semantic clones;code to code search,18,"K. Kim (Universite du Luxembourg, Luxembourg, LU); D. Kim (Universite du Luxembourg, Luxembourg, LU); T. F. Bissyande (Universite du Luxembourg, Luxembourg, LU); E. Choi (Nara Sentan Kagaku Gijutsu Daigakuin Daigaku, Ikoma, Nara, JP); L. Li (Monash University, Clayton, VIC, AU); J. Klein (Universite du Luxembourg, Luxembourg, LU); Y. Le Traon (Universite du Luxembourg, Luxembourg, LU)"
189,Generalized Data Structure Synthesis,2018,Program synthesis;automatic programming;data structures,2,"C. Loncaric (University of Washington, Seattle, WA, USA); M. D. Ernst (University of Washington, Seattle, WA, USA); E. Torlak (University of Washington, Seattle, WA, USA)"
190,A Graph Solver for the Automated Generation of Consistent Domain-Specific Models,2018,Graph generation;Test generation;Domain Specific Modeling Languages;Logic Solver;Graph Solver,9,"O. Semerath (MTA-BME Lendulet Cyber-Phys. Syst. Res. Group, Budapest, Hungary); A. S. Nagy (MTA-BME Lendulet Cyber-Phys. Syst. Res. Group, Budapest, Hungary); D. Varro (McGill University, Montreal, QC, CA)"
191,Automatically Finding Bugs in a Commercial Cyber-Physical System Development Tool Chain With SLforge,2018,cyber-physical system;Simulink;differential testing;tool chain bug,13,"S. A. Chowdhury (Computer Science & Eng. Dept., University of Texas at Arlington, Arlington, TX, USA); S. Mohian (Computer Science & Eng. Dept., University of Texas at Arlington, Arlington, TX, USA); S. Mehra (Computer Science & Eng. Dept., University of Texas at Arlington, Arlington, TX, USA); S. Gawsane (Computer Science & Eng. Dept., University of Texas at Arlington, Arlington, TX, USA); T. T. Johnson (EECS Department, Vanderbilt University, Nashville, TN, USA); C. Csallner (Computer Science & Eng. Dept., University of Texas at Arlington, Arlington, TX, USA)"
192,Context-Aware Conversational Developer Assistants,2018,Conversational Development Assistants;Natural User Interfaces,22,"N. Bradley (The University of British Columbia Faculty of Medicine, Vancouver, BC, CA); T. Fritz (Universitat Zurich, Zurich, ZH, CH); R. Holmes (The University of British Columbia Faculty of Medicine, Vancouver, BC, CA)"
193,"Open Source Barriers to Entry, Revisited: A Sociotechnical Perspective",2018,open source software;newcomer;gender,36,"C. Mendez (Oregon State University, Corvallis, OR, USA); H. S. Padala (Oregon State University, Corvallis, OR, USA); Z. Steine-Hanson (Oregon State University, Corvallis, OR, USA); C. Hildebrand (Oregon State University, Corvallis, OR, USA); A. Horvath (Oregon State University, Corvallis, OR, USA); C. Hill (Oregon State University, Corvallis, OR, USA); L. Simpson (Oregon State University, Corvallis, OR, USA); N. Patil (Oregon State University, Corvallis, OR, USA); A. Sarma (Oregon State University, Corvallis, OR, USA); M. Burnett (Oregon State University, Corvallis, OR, USA)"
194,Testing Vision-Based Control Systems Using Learnable Evolutionary Algorithms,2018,Search-based Software Engineering;Evolutionary algorithms;Software Testing;Automotive Software Systems,77,"R. Ben Abdessalem (SnT Centre, University of Luxembourg); S. Nejati (Universite du Luxembourg, Luxembourg, LU); L. C. Briand (SnT Centre, University of Luxembourg); T. Stifter (IEE S.A., Luxembourg)"
195,To Preserve or Not to Preserve Invalid Solutions in Search-Based Software Engineering: A Case Study in Software Product Lines,2018,Search-based software engineering;software product lines;multi objective evolutionary algorithms;constraint solving;validity,2,"J. Guo (Alibaba Group, China); K. Shi (East China University of Science and Technology, China)"
196,Nemo: Multi-criteria Test-Suite Minimization with Integer Nonlinear Programming,2018,Test-suite minimization;integer programming,3,"J. -W. Lin (University High School, Irvine, CA, USA); R. Jabbarvand (University High School, Irvine, CA, USA); J. Garcia (University High School, Irvine, CA, USA); S. Malek (University High School, Irvine, CA, USA)"
197,"Is ""Better Data"" Better Than ""Better Data Miners""?",2018,Search based SE;defect prediction;classification;data analytics for software engineering;SMOTE;imbalanced data;preprocessing,43,"A. Agrawal (Department of Computer Science, North Carolina State University, Raleigh, NC, USA); T. Menzies (Department of Computer Science, North Carolina State University, Raleigh, NC, USA)"
198,[Journal First] Analyzing the Effects of Test Driven Development in GitHub,2018,Test Driven Development;Human Factors in Software Development;GitHub Repositories;Continuous Integration,3,"N. Borle (University of Alberta, Edmonton, AB, CA); M. Feghhi (University of Alberta, Edmonton, AB, CA); E. Stroulia (University of Alberta, Edmonton, AB, CA); R. Grenier (University of Alberta, Edmonton, AB, CA); A. Hindle (University of Alberta, Edmonton, AB, CA)"
199,[Journal First] A Comparative Study to Benchmark Cross-Project Defect Prediction Approaches,2018,cross project defect prediction;benchmark;comparison;replication,2,"S. Herbold (University of Goettingen, Insititute of Computer Science, Goettingen, Germany); A. Trautsch (University of Goettingen, Insititute of Computer Science, Goettingen, Germany); J. Grabowski (University of Goettingen, Insititute of Computer Science, Goettingen, Germany)"
200,[Journal First] MSeer Ã¢â‚¬â€œ An Advanced Technique for Locating Multiple Bugs in Parallel,2018,Software fault localization;parallel debugging;multiple bugs;clustering;distance metrics,1,"R. Gao (University of Texas at Dallas, Richardson, TX, USA); W. E. Wong (University of Texas at Dallas, Richardson, TX, USA)"
201,[Journal First] Journal First Presentation of an Experience Report on Applying Software Testing Academic Results in Industry: We Need Usable Automated Test Generation,2018,Industry;Practice;Technology Transfer;Impact;Applied Research,2,"A. Arcuri (Fac. of Technol., Westerdals Oslo ACT, Oslo, Norway)"
202,CCAligner: A Token Based Large-Gap Clone Detector,2018,Clone Detection;Large-gap Clone;Evaluation,37,"P. Wang (University of Science and Technology of China, School of Computer Science); J. Svajlenko (Department of Computer Science Canada, University of Saskatchewan); Y. Wu (University of Science and Technology of China, School of Computer Science); Y. Xu (University of Science and Technology of China, Hefei, Anhui, CN); C. K. Roy (Department of Computer Science Canada, University of Saskatchewan)"
203,HireBuild: An Automatic Approach to History-Driven Repair of Build Scripts,2018,Patch Generation;Software Build Scripts;Build Logs,27,"F. Hassan (The University of Texas at, San Antonio); X. Wang (The University of Texas at, San Antonio)"
204,The Road to Live Programming: Insights from the Practice,2018,Live Programming;Software Evolution;Exploratory Study,5,"J. Kubelka (University of Chile Santiago, Chile); R. Robbes (SwSE @ Free University of Bozen-Bolzanom Bozen-Bolzano, Italy); A. Bergel (University of Chile Santiago, Chile)"
205,Assessing the Threat of Untracked Changes in Software Evolution,2018,Mining Software Repositories;Software Evolution;Refactoring,6,"A. Hora (FACOM, UFMS, Brazil); D. Silva (ASERG Group, UFMG, Brazil); M. T. Valente (ASERG Group, UFMG, Brazil); R. Robbes (SwSE Group, Free University of Bozen-Bolzano, Italy)"
206,Programming Not Only by Example,2018,program synthesis;programming by example,3,H. Peleg (Technion); S. Shoham (Tel Aviv University); E. Yahav (Technion)
207,Goal-Conflict Likelihood Assessment Based on Model Counting,2018,Goal Conflicts;Risk Likelihood Assessment;Model Counting,3,"R. Degiovanni (Universidad Naeional de Ri­o Cuarto, Argentina); P. Castro (Universidad Naeional de Ri­o Cuarto and CONICET, Argentina); M. Arroyo (Universidad Naeional de Rio Cuarto, Argentina); M. Ruiz (Universidad Naeional de Ri­o Cuarto, Argentina); N. Aguirre (Universidad Naeional de Ri­o Cuarto and CONICET, Argentina); M. Frias (Instituto Teenologieo de Buenos Aires and CONICET, Argentina)"
208,"A Posteriori Typing for Model-Driven Engineering: Concepts, Analysis, and Applications",2018,Model-driven engineering;reuse;model typing;partial typing;dynamic typing;model transformations;bidirectionality;MetaDepth,26,"J. de Lara (Universidad Autonoma de Madrid, Madrid, Madrid, ES); E. Guerra (Universidad Autonoma de Madrid, Madrid, Madrid, ES)"
209,A Static Verification Framework for Message Passing in Go Using Behavioural Types,2018,concurrency;static analysis;behavioural types;model checking;go programming language,6,J. Lange (University of Kent); N. Ng (Imperial College London); B. Toninho (Imperial College London); N. Yoshida (Imperial College London)
210,Inferring and Asserting Distributed System Invariants,2018,distributed systems;specification mining;runtime checking;program analysis,2,"S. Grant (University of British Columbia, Vancouver, BC, Canada); H. Cech (University of Bamberg, Bamberg, Germany); I. Beschastnikh (University of British Columbia, Vancouver, BC, Canada)"
211,DroidStar: Callback Typestates for Android Classes,2018,typestate;specification inference;Android;active learning,13,A. Radhakrishna (University of Colorado Boulder); N. V. Lewchenko (Microsoft); S. Meier (University of Colorado Boulder); S. Mover (University of Colorado Boulder); K. C. Sripada (University of Colorado Boulder); D. Zufferey (Max Plank Institute for Software Systems); B. -Y. E. Chang (University of Colorado Boulder); P. Cerna (University of Colorado Boulder)
212,Debugging with Intelligence via Probabilistic Inference,2018,Debugging;Probabilistic Inference;Python,6,"Z. Xu (Nanjing University, Nanjing, Jiangsu, CN); S. Ma (Purdue University System, West Lafayette, IN, USA); X. Zhang (Purdue University System, West Lafayette, IN, USA); S. Zhu (Nanjing University, Nanjing, Jiangsu, CN); B. Xu (Nanjing University, Nanjing, Jiangsu, CN)"
213,Reducer-Based Construction of Conditional Verifiers,2018,Conditional Model Checking;Formal Verification;Testing;Program Analysis;Software Verification;Sequential Combination,4,"D. Beyer (ifo Institut fur Wirtschaftsforschung, Munchen, Bayern, DE); M. -C. Jakobs (ifo Institut fur Wirtschaftsforschung, Munchen, Bayern, DE); T. Lemberger (ifo Institut fur Wirtschaftsforschung, Munchen, Bayern, DE); H. Wehrheim (Universitat Paderborn, Paderborn, Nordrhein-Westfalen, DE)"
214,[Journal First] Challenges and Pitfalls on Surveying Evidence in the Software Engineering Technical Literature: An Exploratory Study with Novices,2018,Novice researchers;Systematic literature review;Evidence based software engineering;Exploratory study,12,"T. Vieira Ribeiro (Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, BR); J. Massollar (Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, BR); G. Horta Travassos (Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, BR)"
215,Statistical Errors in Software Engineering Experiments: A Preliminary Literature Review,2018,Literature review;Survey;Prevalence;Statistical errors,1,"R. P. Reyes Ch. (Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES); O. Dieste (Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES); E. R. Fonseca C. (Universidad de las Fuerzas Armadas ESPE, Samgolqui, Ecuador); N. Juristo (Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES)"
216,Synthesizing Qualitative Research in Software Engineering: A Critical Review,2018,research synthesis;qualitative (synthesis) methods;systematic (literature) review;evidence-based software engineering,8,"X. Huang (State Key Laboratory of Novel Software Technology, Nanjing University, China); H. Zhang (State Key Laboratory of Novel Software Technology, Nanjing University, China); X. Zhou (State Key Laboratory of Novel Software Technology, Nanjing University, China); M. Ali Babar (School of Computer Science, University of Adelaide, australia); S. Yang (State Key Laboratory of Novel Software Technology, Nanjing University, China)"
217,Automatic Software Repair: A Survey,2018,Automatic Program Repair;Generate and Validate;Search Based;Semantics driven repair;Correct by Construction;Program Synthesis;Self Repairing,8,"L. Gazzola (Universita degli Studi di Milano-Bicocca, Milano, Lombardia, IT); L. Mariani (Universita degli Studi di Milano-Bicocca, Milano, Lombardia, IT); D. Micucci (Universita degli Studi di Milano-Bicocca, Milano, Lombardia, IT)"
218,Search-Based Test Data Generation for SQL Queries,2018,search based software engineering;automated test data generation;SQL;databases,7,J. Castelein (Delft University of Technology); M. Aniche (Delft University of Technology); M. Soltani (Delft University of Technology); A. Panichella (Delft University of Technology and Snt-University of Luxembourg); A. van Deursen (Delft University of Technology)
219,Multi-objective Integer Programming Approaches for Solving Optimal Feature Selection Problem: A New Perspective on Multi-objective Optimization Problems in SBSE,2018,Optimal Feature Selection Problem;Multi Objective Optimization(MOO);Multi Objective Integer Programming (MOIP);Indicator Based Evolutionary Algorithm (IBEA);IBED,2,"Y. Xue (University of Science and Technology of China, Hefei, China); Y. -F. Li (Department of IndUSAtrial Engineering, Tsinghua University, Beijing, China)"
220,Automated Refactoring of OCL Constraints with Search,2018,Refactoring;Search;Object Constraint Language,14,"H. Lu (Simula Res. Lab., Lysaker, Norway); S. Wang (Simula Res. Lab., Lysaker, Norway); T. Yue (Simula Res. Lab., Lysaker, Norway); S. Ali (Simula Res. Lab., Lysaker, Norway); J. Nygard (Kreftregisteret, Oslo, NO)"
221,Automatically Generating Search Heuristics for Concolic Testing,2018,Software Testing;Concolic Testing;Search Heuristics,8,S. Cha (Korea University); S. Hong (Korea University); J. Lee (Korea University); H. Oh (Korea University)
222,Detecting Atomicity Violations for Event-Driven Node.js Applications,2019,Node.js;event-driven architecture;atomicity violation;happens-before,9,"X. Chang (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China); W. Dou (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China); Y. Gao (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China); J. Wang (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China); J. Wei (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China); T. Huang (State Key Lab of Computer Sciences, University of Chinese Academy of Sciences, Beijing, China)"
